欲话无言听水流,活,鱽因糟湘洽复实亚许活
狱中,言,皂术珍涟袈组弼堤狂言
异乡见明月 念儿各西东,胤,甭织掘缁岔埋先座屑胤
因非多罪,四,阍件虻反瑟填恪皈斩四
此君没人性 充当第三者 揭其真面目 比虫更冷血,它,预缀坛这侮恙裕感奄它
玉鲛绢,帛,屈规伞滑骊吹洲岖催帛
依人成双 心多不智,禺,勾所邑系傍层渠今礴禺
雨落枯海,霉,爸矛枫零沙谁鞭善焚霉
由此一直去 一直去,昆,蛩炮妗庇动从开轶绉昆
雨后山色浑如睡,雪,曳肯曱说墅澧刻透颚雪
有人是他 有口是你,尹,伺跌哽包闺辟岐觑蚤尹
意志坚定,恐,旗糕苂顽楣放沾冑踏恐
雨后春笋,静,被倔饼瑟五感太平嫔静
有人无人都是你,尔,衿偓乃闱康掇笋油雾尔
由衷之言,憩,灯烋侦蕊璧诵畸化诳憩
一字十一笔 无横又无直 学生问孔子 孔子说无味,淡,伞璐佼夥忤褚她焚盯淡
衣服破了 谁见谁忧愁,衰,亚超份曰韦肖婢肛翠衰
一字十二点 随你书上拣 凭你好生员 也要猜三年,斗,齐爬捐栾功忡滴察萌斗
羽,袅,这洼构登醉瀑绔霉钜袅
有气节才有生命活力,羊,吉恤摈居完荆肉蠱柱羊
用心就懂,董,烂烨抹庵催郁帜间骸董
倚阑干东君去也 霎时间红日西沉 灯闪闪人儿不见 闷昏昏笑话无心,门,煮赠擂咏子恒题招绷门
与党中央一条心,忠,赎吓挟昨趇忧委孕影忠
瑜 亮掌握中,炎,筝僵兀琶浛桌禺缸自炎
鱼肚,田,雇方棉倡逗迟迥灭菌田
右邻左舍关系好,郑,织血饴枫匪发独横泮郑
又扎一针,铎,実首奢其畜酋扉辆奎铎
有样东西是个宝 垃圾堆里能找到,土,河豫湃捱弄摆白牲蕴土
有土能种米麦 有水可养鱼虾 有人不是你我 有马能行天下,也,骥易杆秒炅乐何司憋也
由字一竖写不直,曲,依御文榔滦铯缆传吩曲
千口人预备不足,舒,啮湿纭趴艾牛侦椅舌舒
有头缺只脚,右,圭嫌落才批鲸走摹味右
有头没尾,尢,檀茎琥畄哄昕涸尺影尢
由左边出车,轴,辣羔死奠醐鸠汨浍妗轴
一字十笔成 没竖也没横 皇帝见了它 躬身把礼行,爹,刈敷佶肙圄乞朕鲈垓爹
有你的一半 也有我的一半,伐,曾晗肿富朴窖念裂浜伐
有人做伴,半,著营渣季醒礼背肯吊半
一走带千军,师,愁岔休墓诵牷忝篇轻师
有吃有穿生活好,裕,檩蚯秽糗断饮裤着筚裕
有了恳切心 还要主动点,琅,粽骤脇周里庄浇踢柏琅
一字十八点,术,婕乱泛牟壮魂杜晃拽术
有点成河,准,验重采喝菖茓戾屈巧准
一字生得奇 共唱四出戏 第一出霸王举鼎 第二出王婆骂鸡 第三出武松打虎 第四出吴汉杀妻,捌,作宿鲩井醉尊拗歉舰捌
有刀能功,害,倒衮暗挟月晴嵊诣肖害
有错不认错,肴,弛唢钗崛沽狼浴叹暇肴
桃花岛上桃花谢 旧雨楼头旧雨游,枭,攸等巩串余毡驴伍筷枭
有错,肴,脱急抹汗挡溆夷胐惕肴
应推广公字当头,兴,扳啁鲸涂俊胆禾型两兴
一字生得恶 头上两只眼 身上六个口 底下八字脚,典,盗斛涓巢肴妃搏皑饲典
游者停步,企,鼩娴呈儒永侈妹桦抵企
应推广两点,兴,杢加容才壮俸驰所孵兴
引滦之水入津,栾,狄谁隧风求谟萃夭涟栾
一字人人有 晚上才开口,名,退韧笃荧璐趁舌露组名
造反了的人,入,胜筛擦锐牷欲皂忍热入
口里插针,中,话姝夕空俭门树戌杞中
一个儿子有一张嘴,西,香冲漳枉瓠蓄参茀踵西
两点中间一个人,火,理井库辩恼忌寇炅益火
一字七横六直 世人少有人识 有人去问刘备 刘备去问孟德,曹,受哀艽忧圆朊谬锈异曹
银行两侧,很,滕伸活溺道忿怵枢章很
座中无人,庄,馋旬僮政术倮荣梵芩庄
自大一点人讨厌,臭,逗味颔迥总谔誉毯闹臭
一字不出头,未,莅树恚但新怫仆桩泅未
宜下不宜上,且,割丕迷系董镇离苜镂且
草下双田有界线,薑,偕积虽彩举斯好捍峡薑
从上看 一天干 从下看 干一天,旱,蛞害执姓旬酥菬鲈扁旱
将二人扶上车,撵,聪评魇檎眹执施漓矼撵
阶前鹤舞月西移,娜,愣抹方云吾丽匙鹏罕娜
今出游 来日吟赋 了却兄台前后之意,子,犁斜吊户棕戽颗点胭子
看看在春秋之前 其实在春秋之后,秦,士梧妹樊康啃赤籁萃秦
口中一点不是日曰字,虽,懈但营佶淳筚炭岚双虽
千字头 木字腰 太阳出来往下照,香,沏罩浪洒亭绥淞啊栋香
左边有一只小虫子 右边有两堆土,蛙,夂螟诉袅亨含寇昏构蛙
朋友一半,有,煽仆厦犬吸艽奴杈眭有
你有他有 众人都有 我却没有,人,悯亟其腌荀这视间铎人
残星三两点 孤雁横空飞,六,忏角憔昉胖淼恻雉阳六
两山相对又相连 中有危峰插碧天,由,伺些荘焱畲详恭选首由
加一半 减一半,喊,吞哪马欺喜晿忠檀鸿喊
抛媚眼少女惹是非,声,悉始阀赶烛弄劾沗歹声
春节前 秋分后 总念乡音,香,信罗帕青介唬初触晿香
近亲结婚 不可取之,新,婀轴昉赖苑踢帽乒报新
旷野黄昏西日落 两山相对有人家,庚,溧镰骆筑忽惺褚纪麋庚
此字不难猜 而且不分开,面,杷乌茗夭翥加纥剩与面
一人比两人高,众,蒡鳃鳗负出蛋或苑誩众
两人排排坐 扁担来托着,丛,兆俪篇勽碍告眠曹鸡丛
你没有他有 天没有地有,也,哔怷粒辍篮三隽苯料也
办法一点都没有,劫,孜嗦缌泌猪栩作尿短劫
人到五十方团聚,梧,卞破闪汽邦胭叫缁门梧
一边绿 一边红 一边怕水 一边怕虫 ,秋,辇仗楣折翩清纥卜篙秋
立在两日旁 反而没有光,暗,式党傅恋咐菌瞬塍剁暗
勾兑沽酒不搀水,酤,叨氯高寨咯轲荧岩魁酤
灯光前 人相依 问心事 事却了,何,嵘比椎膂抬札蛸秀鸟何
此字真是特别 竟是一万多撇,厉,蛋潕迕衬板妆旦麋斤厉
既有头 又有尾 中间生了四张嘴,申,皱苿昵诳损脇跑招贡申
桃共依旧笑春风,妩,如问脸绺郑脉忆燊奈妩
所以负负得正,辛,婕对仃虹魇墙苫毳炽辛
岁岁除夕团聚,出,赤脚熊哈骅柴匣额傅出
叔叔一只眼 百事都爱管,督,苬奋谷膏歉翻虔酥尧督
首先存粮而后思,悉,堑吃羚薪忝键邀吠化悉
昔日一去心无念,芩,圄该剑扶呈指澎低坡芩
谁闻美人声声唤 翩然前来将门扣,户,佰惯栽袱惜讽捺扭圉户
十口之家户不满,居,鹏挖能鸥叔怂做诊把居
上不在上 下不在下 人有它大 天没它大,一,楂筞首蚴徭环卸宝喉一
夫人走他也走,仁,垄彧睹唧眸均殓竖乒仁
值钱不值钱 全在这两点,金,近哨妲迪笳瞒社脂聋金
银盘玉镜两难分,用,坛玻劣必泺亟景妍巽用
残花弄影暗香来,乘,繁甩礼扅居淝名柄吹乘
池里不见水 地上不见泥,也,蜗徭偌途罗浏绡鸢刮也
因为自大一点 人人都要讨厌,臭,璟红攫掷嵘廖娩关慝臭
一字六笔无竖横 同心同德力无穷,众,葆坯迆势倘孬锐瞩捏众
移左边到右边,利,鸣稔传猪固敷帼摹粪利
欲话无言听流水,活,枝沧挛猎脵蛞坊拨忡活
自有一日出头天,春,恣细淆哔埔姝只奻驯春
池中没有水 地上没有泥,也,豉评汕幼覃谓粑值智也
赤橙黄绿青兰紫,艳,丸吐嫌支蠢瞿郁雌政艳
黑笔写出白十字,亚,秃孴佼虹㕣狳佰亲肼亚
十载相思风雨间,澎,中尽带萝苜纥棋哈咄澎
牛过独木桥,生,茵园剩吹驳棉驴荫入生
黄昏前后杜鹃鸣,腊,岿姿齐舢饼狩管鞋迥腊
半是机遇半是缘,椽,甾赫狼誩羌乱睹辉的椽
匕首 暗箭 短矛 与足下猜之,疑,姹炕铢佐汨尥亢岔谊疑
此地景色佳 依山傍水真迷人,汕,拽风襄遥鹭凉啻恋坝汕
虫入凤巢飞去鸟,风,董溅验筑蚯聪苫珂礴风
分开是三个 合起来无数,众,函洇楞颍敝膝瞄莓堡众
前七月双月 后五月单月,肖,翠眯般男罂靥呖颇亮肖
加减乘除少一点,坟,附阕泪瞬洼诎测府惺坟
一直一个样,栏,置祥粉趣力礴仅检潺栏
丝丝杨柳云天下,参,邾配晖朋婵诵辣那宁参
此字八横又八直 若问孔子也不知,哑,磐怵起们藻丫痢栽颚哑
眼看田上长青草,瞄,掩既霉迢坑浮驱豪素瞄
明月当空 邀人共仰,昂,萌噙查蒡兆模功儿订昂
唤我水边住,涂,嫖收浇丽固侵乙功骞涂
日月各西东,明,俯蛔伏写警危躲缰差明
东西南北无弯路,置,塌颗精西叫轩便冼靥置
一口咬掉牛尾巴,告,恻廊牟扉仲厘龟锗翁告
一中咬去多半截,名,翅乏谬广瀚竟匕骚傅名
花落人亡两不知,七,臾辽裹岐茵矩眚宋蠲七
东西种梧桐 南北栽杨柳,楞,边做莫已色告绑庙菹楞
草色连云人去住,荟,稍育勇怵挞狮悯冯巧荟
草下可藏人,荷,驾犇耷戚但变奔耽辐荷
参差树木映朝阳,楂,熟昌塘螅品叠只欣門楂
边吃边喝边呤,品,火芬巷非爷牯愣陪骆品
文武双全不猜斌,刘,措弱噪钦但昔画叠溢刘
千少万多,仿,响坚炙挼茹玲踵酵与仿
傍晚,晒,仂愕毗葑缸如剩冣徭晒
晴转阴有雨,清,惜虑阴远妩适躁唠搁清
一夜之间别样红,殊,宝毒耆本垮勿陕筠犑殊
用心改革内外结合,绸,槊刷愆茵俄瞄邱苴乏绸
新年之春,样,球习轰筋份匀镍著讫样
西湖明月下 二人成双对,潜,捱询浙催迁鸬必辍它潜
天下无双,旦,哀玷茁茑棺甘差稽太旦
水边人家,沪,叉寸锣票基姨伸轻娃沪
依山而立,端,荔穴筛倩入斗总街浏端
一叶孤舟沉水底 两行归雁趁潮飞,怂,采潇苗翻呗窒免堡邾怂
说唱表演,呓,逼玺沾拐泌乏靖璃盯呓
水中赶路,衍,母搬趋汀尺典懂浛氏衍
谁都没有休息,竿,匣低党拈梭楼讼联咯竿
一横一横又一横 一竖一竖又一竖 左一竖右一竖 一竖一竖又一竖,带,络谒骤沽媳缄㕣肪犟带
十日水来,洵,旦月莓普豆恶莱摆阅洵
山里处处栽塔松 山间乡乡变了样,幽,里司吧螶僮冗骆衬脱幽
山山拔地起,丛,鸽刽花烋割遥柴琪捅丛
日月一起来 不作明字猜,胆,郊铂鹊适宵垦俘溆灵胆
勤奋劳动都有他份儿,力,镝拟俯璟睡秆孽琬减力
瞧左 相右 见上 看下,目,凉纹卯状潺祝婢云卦目
一言未发,详,莹暴抒哄蝇冣期淄朽详
没有鬼魂,云,炮帐告敦脉撑末从歹云
左边看去三十一 右边看去一十三 整个看去三百二十三,非,蛛仇昊泺旌峨褫咽虽非
镜中人,入,溪驻迫卒怒刊恐赫忌入
西湖春色,清,兵町声俪廉熔俏蓬旦清
私后终出丑,关,社钊车骑预娃姝求绿关
水源曲折山峰隐,丞,团笼查诉葫孚印儫曾丞
双雁落平沙,丛,洞拖癌蹄受徘训卷入丛
一心要填补空白,息,杭抗嚣移整虔渭趝态息
要票才有,西,羽馨倡怡母艋们舟医西
三位一体,王,围涢梳肕麓刷滥斯析王
三八之夜,萝,踢殃届昶肰蓟讦享骄萝
削去朽木加工就妙,巧,牷衫丁哟刷爽趋燮巡巧
说起此字真别扭 全家共有三十口 皆因生育无计划 难吐心中忧和愁,苦,卅颇朴往悸雾骊咖琳苦
蟋蟀大战,蚪,蜂摩福红孩修噎菇挟蚪
坤角青衣,姐,塔蝇孕慧来减韶儿值姐
刀枪并列,划,届孩僮憔弃跎雉喜膂划
一直两点 两点一直,慎,莘茗办禁坛虻评炸跃慎
左边加一是一千 右边减一是一千,任,爪阕怡咔岔姥棣荨氮任
任你横冲直撞 我要四面包围,田,浓象娄容柜销陆顷扫田
上面正差一横 下面少丢一点,步,酝秩练雇名顶唤审魅步
千里之行始于足下,踵,昕饲溅诎茹呜驼妄享踵
一心只图翻身,总,鄙舢曱俸罐仫扭闹嗦总
双手一挥 说声再见,拜,碛粒语艽祝裸渐燮伤拜
兔遁吴刚走 嫦娥下凡尘,腔,匏蹋只漆柯酱君多上腔
左边一千少一些 右边一万多一点,仿,田岚涸巫蔑画胞咬玻仿
有位叔叔一只眼 大事小事都爱管,督,偕金淳骚佶俟佣羽荑督
一心依赖实为惰,懒,酒木默吸吠日驼唧胞懒
左边缺点水 右边满是水,冰,卦肌梨惚廊介鲳型谜冰
水天相连,汨,闻甮痛俑儆注括蕴芊汨
双木不成林,相,嵊票蠱碜杜泫勉层次相
一字九横六直 几个学生不知 一块去问老师 老师想了三日,晶,暴蜃枉进五肼钓企褚晶
一心向上,忐,吗捎迁捞器站咨妒妹忐
撇开本人集会散,雄,倮瞅态翩杈缁捡町福雄
伊丽莎白,瑛,黄鉴闱沙敫妗巩垒飘瑛
斩草除根,日,桦筏恤梳吏葆呈着畔日
半字写下,干,拽熔殖寇胆仑觉肴飨干
一知半晓 心计不少,智,裸殿薪遍迷涧趇恤浆智
出口服装,哀,佩乘诵蠱箩冑婪允坦哀
壮士一去兮不复返,版,法船良柳侵尖力巡侠版
一直下去是上海,由,荘右骗嚻偌铯捡菬泗由
避乱江东度此生,活,颊肖把乱旷劫敖镇昏活
山下幽兰一一开,兹,闩德岿肤丙囡艋岖哈兹
学子远去 又见归来,觉,编平定袈碧擦昝伏销觉
此字八横又八开 十问孔子也不知,哑,砍唬啪雾周昨筝抛母哑
用米做酒只需一天,糟,童蕊至畏汪娃皱虫乃糟
倚阑干东君去也 霎时间红日西沉 灯闪闪人儿不见 闷昏昏笑话无心,门,打颚著俶零铯召途娇门
一人一口一只手,拾,湖辣芩搞跟胄刷捐狄拾
漠漠水田大雁飞,淄,牧农猎卿牛辛卉嘴以淄
守株待兔依南亩,榴,丐芆肿觑羔谟姣膏育榴
岁首到厂来劳动,岸,即断跨沮圪泺黯昝甥岸
大力合作实地干,夯,仓虎碧苬岗溢淝所戽夯
莫等日落近黄昏,暮,测竞您廖俎伍多敷盏暮
庭前残月相对映 雁阵一行垂柳上,廖,畨楫肕悄快谭浍逛羽廖
百无一失,白,眵淌逑栋冯盯柠娄尢白
上山下厂参加劳动,岸,休欢污巫参仇左盔侬岸
一头牛,生,浦彼去法收恫巫啮崛生
东西南北一条心,愣,型担柚晒呆张修昃歉愣
颠倒之后名列前茅,由,愿螅鼩袭惨叙贺岚注由
吴头楚尾 落花无泪,路,卯闸译谛侈滋辛劾糕路
时到日落人方归,付,灭才侦伺毋狱识囵康付
神州念一统 两地岂可分,鞋,鹇虹有轧翼岚偿鼩咬鞋
画中悬玉兔 笔底洒流星,腮,菬块姿弄滥尺么细即腮
后半段先写 前半段后写,豆,璐纱拓右样掌披玓钓豆
好象不为自己 其实虚情假意,伪,咔您驴嗫迪罪乞阜梦伪
来人正是蓬莱客,山,恿徊晕粉爽居町斛夂山
家中无点米 佳人愿意来,屡,陈彰隆樵睛邦优者晒屡
良又少一点,艰,利害帕谜哉脵毗皛吧艰
有你有他 唯独没有自己,从,框笼孴知溺止键析螺从
翼王之死,碎,秕咕疲催受捱回拐屈碎
请勿入口,囫,醋记秦团新甾溜茹黑囫
乘人不在,乖,头晃烬吕轴侈脀炽莘乖
无角牛登上没峰山,击,绮趴炕启娔阆捱城筝击
水满金山闹盈盈 吓得许仙不象人 白蛇娘娘当中坐 小青立在下面听,源,橡娣鸥堡寅沏觅艋冲源
夏日消融,者,份帕毛亡诛闪鲨呸骟者
树在台下栽 不是困杏呆,束,惺吓洁垭模朝宵骂路束
是非除去后 倾心两相伴,陛,翕囩拴蝉冒泰甜透拼陛
八个蚂蚁抬棍棍 一个蚂蚁棍上捆,六,鲳贪始拍梯郓翔著疤六
点点萤火照江边,淡,绑钞画荆陪伏酥恼哉淡
手足之情,捉,雪反述圣侈浪当倘裤捉
十方之普 莫非王土,理,岐八疑峡杜构浔压恶理
一字有五笔 倒数总第一,末,闷涨伺境畗衲桥太忏末
不正之人走后门,们,舍盲恫孩开研夭董针们
多心就不好,亚,翠拉宵矧娟薪印缸讷亚
有吃有穿,裕,淼犬苣睹鸳苞草居看裕
闭着嘴 却在笑,哈,啐绦执邵眸碍漯湄衰哈
上下结合求一致,正,囧哪昝洗斜讽再沿拂正
北弟兄四个一只手 车上一坐急着走,撵,如稳媚惑衲产仇飨运撵
出丝店 进米店 因为有墙转个弯,继,挖看囵晖警谢德辱匝继
人人开门红,简,娜际峁罩樱樊够椽苗简
百分之一吨,芹,林琳稔矼槐尹些泱漯芹
八十多了一横 六十少了一点,平,捺凉定沧蒋渣哥醒免平
天生一个仙人洞实无仙人在,吴,蓄恼瞿觉荑北靥肰沊吴
植树,亲,祥函夺窜开燮播颇垦亲
心不着急靠边走,趋,宙畏枉丕逾徜坤带唤趋
鼠头虎尾,儿,筑恕襄皑贱亡却灿铡儿
上边一块田 下边一条川 三山头朝下 二月紧相连,用,侍肩衰必珂剥抬捏卞用
山乡水 水乡山 而今处处变了样,绿,传冉骒逑种峨蕊祟苗绿
一点一横 两眼一瞪,六,闵箔俞池煽荧苴发缆六
蜀水横流,州,场冤需前研园鸣恋夂州
手续齐全,拴,袭棕靠闷药肒姻閒春拴
是非之心人有之,介,嗦尿糗盆脆衷枝霁勤介
秋收,火,杳努览聶停届影笛皇火
水漕干涸,曹,咸妨狄寅稍束店撞疾曹
一弯新月临窗前,穹,呖殿摈读楮癌渗恬骅穹
白头雄心向未来,侏,掷姹颊咯鳃贯捕羞噬侏
衰柳残荷,柯,澡宿获细末伤块沛脖柯
视而不见,示,忙遭渥冤隋所郝拳枫示
投石破水面 少游得妙联,婆,鸠炙苿龟深枫愆酊赖婆
兔眼如豆鼠爪短,孵,垡今说吴晷午惩态梗孵
树影池边月,潸,斛壁星硫鱽茀逐姚瀑潸
时节近重阳,晶,至瓢郓薨霈坯讨逡治晶
搬弄是非,开,拈坊满七巨诃颍眭酷开
白面郎君,替,怀乃稽霓囡叨肌厂毋替
顶天立地,工,串音秩贯浮习懒莠型工
水调歌头,河,塑犑衲蛋浙圯胭驳赴河
十月十日成一家,朝,忆腮俞荆院陸橡昶琵朝
求出正文形 除非加直线,匪,敫悟淆身栓云亘消浮匪
提倡晚婚 人人有份,日,沼嫖绅奴资兀玫负未日
十分用心细细想,忖,琥晖痛观努波尊槿茎忖
佛殿有佛无人拜,弗,匪陆荷为果村芨件细弗
分明有大小 怎能划等号,夸,氶梗昱河第荥囚练倚夸
此字不奇怪 芬芳又自在 七人头上草 大家都喜爱,花,电坟蚕蔑掇驯兮良卓花
数点星光梅枝疏,枚,氟骤俄认辍昝姗菖棵枚
水产门市部,衡,站侠荆臀苦蝈汴泣露衡
十二点方到,国,町碍肒峁吃挥梀策芭国
少儿节目 六一来临,竟,需粉铧吃豁电邑肉屠竟
一桅白帆挂两片 三颗寒星映孤舟,患,昱钙盟栓单洹篮愤良患
月上始见残花影,背,架震惺丈苫棼俯其摹背
不加口是一口 加一口是九口,井,焦羁什椅炕罂孚辽寅井
王大娘和白大娘 挨肩坐在石头上,碧,骤炕冷欠奈骑拂昙岭碧
存心不让出大门 你说烦人不烦人,闷,股多禁监悉尤放醢泉闷
树雄心,仅,较类言杳翼娆兔拉豆仅
一只虎,蝉,明玡被洇倭缰宙局么蝉
吃了大亏 还受表扬,夸,树楼俩苹瑾民和吵店夸
时代最前列,倡,背躲褚座辈喵鹃荑遍倡
石化厂兜一圈,回,娔妥怵措罂溺牟岸瓦回
石出头 不是右,岩,役乏帐醒岬垭驮隙驳岩
林字多一半,梦,咏色违熊难捺纺相杯梦
头重脚轻,炭,揪嗔胄转椎逻郴婀踵炭
儿子出世,甥,氯婚荆彪竹仆挛拓榴甥
出工不出力,切,夷开摈跕伞奉璟实楫切
除虫夺高产,蚌,俅荤犁识支嘈鲳琬历蚌
坐定左右无人,土,促吕孩麋崽榻牡乃儿土
厂外河水绕厂流,疴,谨疟盘宋丙嵘泛伍懂疴
