三位一体,王,禁姝澎苗王
三八之夜,萝,瞎谤啭以萝
削去朽木加工就妙,巧,漓笋灻濡巧
说起此字真别扭 全家共有三十口 皆因生育无计划 难吐心中忧和愁,苦,迆榇鲈焦苦
蟋蟀大战,蚪,毯肴骂诃蚪
坤角青衣,姐,消洁谨毳姐
刀枪并列,划,递恍狗穹划
一直两点 两点一直,慎,茒开町末慎
左边加一是一千 右边减一是一千,任,诀诵柬湫任
任你横冲直撞 我要四面包围,田,甾蝈能勺田
上面正差一横 下面少丢一点,步,晶吴宵白步
千里之行始于足下,踵,旨辰身瓶踵
一心只图翻身,总,就源射府总
双手一挥 说声再见,拜,蕴毗增獐拜
兔遁吴刚走 嫦娥下凡尘,腔,绑伸进危腔
左边一千少一些 右边一万多一点,仿,光溆载甥仿
有位叔叔一只眼 大事小事都爱管,督,菠耿匣田督
一心依赖实为惰,懒,攸牷拄翻懒
左边缺点水 右边满是水,冰,吾汊肉技冰
水天相连,汨,佧勉潸觅汨
双木不成林,相,务俪酗劫相
一字九横六直 几个学生不知 一块去问老师 老师想了三日,晶,甮攫鹏肼晶
一心向上,忐,裸懈浊只忐
撇开本人集会散,雄,舌注两尤雄
伊丽莎白,瑛,犑径棘治瑛
斩草除根,日,橱畄各赏日
半字写下,干,恳不膏渠干
一知半晓 心计不少,智,绌丛礴胤智
出口服装,哀,肙纭总毕哀
壮士一去兮不复返,版,务憩沁协版
一直下去是上海,由,涓昫耆洵由
避乱江东度此生,活,松脵玻知活
山下幽兰一一开,兹,扑脉世梦兹
学子远去 又见归来,觉,惩智殚泪觉
此字八横又八开 十问孔子也不知,哑,醄咕囵疼哑
用米做酒只需一天,糟,症斤窜周糟
倚阑干东君去也 霎时间红日西沉 灯闪闪人儿不见 闷昏昏笑话无心,门,袱腾茢雁门
一人一口一只手,拾,县捏酥薇拾
漠漠水田大雁飞,淄,罩葑炉妩淄
守株待兔依南亩,榴,至保聘湘榴
岁首到厂来劳动,岸,瞒遥臼憨岸
大力合作实地干,夯,牡斋仫颜夯
莫等日落近黄昏,暮,昔丽焱莎暮
庭前残月相对映 雁阵一行垂柳上,廖,豁壁嚎曼廖
百无一失,白,抹筋疽垚白
上山下厂参加劳动,岸,家九勺舞岸
一头牛,生,旧扏莹楷生
东西南北一条心,愣,旱滥穹火愣
颠倒之后名列前茅,由,跕昵來尤由
吴头楚尾 落花无泪,路,肛聊位㕣路
时到日落人方归,付,塾璃夵滩付
神州念一统 两地岂可分,鞋,独桁浓妒鞋
画中悬玉兔 笔底洒流星,腮,菠片唤冈腮
后半段先写 前半段后写,豆,谊钍琴迟豆
好象不为自己 其实虚情假意,伪,嚻冥铺漯伪
来人正是蓬莱客,山,夯魔沌佩山
家中无点米 佳人愿意来,屡,漪熹初滑屡
良又少一点,艰,入外运系艰
有你有他 唯独没有自己,从,寿男状缰从
翼王之死,碎,鸠讨橡瞐碎
请勿入口,囫,卜荰喋狮囫
乘人不在,乖,乾浦米槽乖
无角牛登上没峰山,击,恬贺投耶击
水满金山闹盈盈 吓得许仙不象人 白蛇娘娘当中坐 小青立在下面听,源,而伦钨萧源
夏日消融,者,涓悼妯伶者
树在台下栽 不是困杏呆,束,逍压泠吟束
是非除去后 倾心两相伴,陛,萃梳措琦陛
八个蚂蚁抬棍棍 一个蚂蚁棍上捆,六,人镯字虱六
点点萤火照江边,淡,悲耋茶绒淡
手足之情,捉,绺骏疴第捉
十方之普 莫非王土,理,佛弁蛛沾理
一字有五笔 倒数总第一,末,珍先惶合末
不正之人走后门,们,年砖辞克们
多心就不好,亚,此恼扎橡亚
有吃有穿,裕,陆玡逛清裕
闭着嘴 却在笑,哈,榭肉棕俩哈
上下结合求一致,正,坎贫牛婶正
北弟兄四个一只手 车上一坐急着走,撵,剁话缺汨撵
出丝店 进米店 因为有墙转个弯,继,蟆波筒俪继
人人开门红,简,柱笑惊吗简
百分之一吨,芹,广血弗骸芹
八十多了一横 六十少了一点,平,富渠艳蝉平
天生一个仙人洞实无仙人在,吴,闲后娆记吴
植树,亲,榴拴捉姜亲
心不着急靠边走,趋,茄亡翠护趋
鼠头虎尾,儿,汗就螅胜儿
上边一块田 下边一条川 三山头朝下 二月紧相连,用,基筚皱肝用
山乡水 水乡山 而今处处变了样,绿,这栾箔摹绿
一点一横 两眼一瞪,六,耿藻畸章六
蜀水横流,州,酋岬抬搜州
手续齐全,拴,鹦背憨压拴
是非之心人有之,介,眸朝曲馈介
秋收,火,枭矿骏一火
水漕干涸,曹,脆堡筷营曹
一弯新月临窗前,穹,骑膝佟额穹
白头雄心向未来,侏,弄垚访霁侏
衰柳残荷,柯,馈髓恕佣柯
视而不见,示,坎挼灭咕示
投石破水面 少游得妙联,婆,箕滩樊棹婆
兔眼如豆鼠爪短,孵,撵仕条担孵
树影池边月,潸,作羔麦樱潸
时节近重阳,晶,韩佐督模晶
搬弄是非,开,渊胤闰枇开
白面郎君,替,恕趴秽纹替
顶天立地,工,蓉呕畏需工
水调歌头,河,八胥暝棼河
十月十日成一家,朝,柱偌犄翩朝
求出正文形 除非加直线,匪,六挞另脉匪
提倡晚婚 人人有份,日,非踵烬穗日
十分用心细细想,忖,暝宰奔芆忖
佛殿有佛无人拜,弗,皫枉上偶弗
分明有大小 怎能划等号,夸,璟给婵叮夸
此字不奇怪 芬芳又自在 七人头上草 大家都喜爱,花,萃鸡基甩花
数点星光梅枝疏,枚,恣泌戒仵枚
水产门市部,衡,菌奋烨沃衡
十二点方到,国,寒肪谒阵国
少儿节目 六一来临,竟,実殚侵漪竟
一桅白帆挂两片 三颗寒星映孤舟,患,梨后榻沪患
月上始见残花影,背,东吾啭弃背
不加口是一口 加一口是九口,井,辇缶亘谛井
王大娘和白大娘 挨肩坐在石头上,碧,仇劾邑启碧
存心不让出大门 你说烦人不烦人,闷,色小戈臻闷
树雄心,仅,螟希虱贫仅
一只虎,蝉,汨霜桝籁蝉
吃了大亏 还受表扬,夸,蝴各蛋俄夸
时代最前列,倡,关膜妮迟倡
石化厂兜一圈,回,瓦隆逍更回
石出头 不是右,岩,捍卦华囚岩
林字多一半,梦,羌粤权探梦
头重脚轻,炭,绷退姗崩炭
儿子出世,甥,温江整枭甥
出工不出力,切,素哭怡昝切
除虫夺高产,蚌,侈站吩观蚌
坐定左右无人,土,湘谧劾斤土
厂外河水绕厂流,疴,申筏亲啪疴
风帆重叠 轻舟浪横,患,泄跑泗鄯患
来信看一半 体会已十分,谢,诸倪懂硖谢
一张四方连,嚣,眹撂兖各嚣
过去一寸 进来一尺,迟,甮恩搏刑迟
一去成千古,吏,理璃混壬吏
欣闻廿年换旧貌,薪,摸嗯褒佼薪
要一半 仍一半,奶,识肃划色奶
一心生一个,性,豁砍吼挞性
车旁站着喜旺嫂,辍,侍枸题淄辍
草堂,铺,棋囼恐宴铺
一人一杆枪 出征去打战,伐,冣喂贾亘伐
草木之中有个人,茶,扳柔杏阐茶
四点树下埋,杰,去叉亚琉杰
一语道破,吾,阔谦巧婶吾
一有就要,耍,坑殖观娣耍
一衣带水国相邻,晔,螅症救雇晔
曙光照首都,景,陸册璟传景
树头雁阵入画中,巢,鲩筹懿尢巢
上脚就射门 说来并不难,易,汪琥湃铡易
干在前头 谋利在后,刊,妩元娟慨刊
佛言不信,弗,糊槿溏措弗
三横三竖不新鲜 孔子猜了两天半,旧,窍秀啻洛旧
三横三竖 能种红薯,田,骞盼洁岬田
山间望远树 阵前寄相思,酆,月鲳伴珍酆
入门无犬吠,问,韩薑棋优问
俺家大人不在家,电,予钱昙之电
雁群低飞水田旁,淄,笃惜煮盗淄
加了四点只有一点,占,司梨赚坦占
妇女节 双丰收 打字一,彗,咄昉焦笙彗
遗著,做,圉袈馍沁做
出门闺女,娃,澳叮世赶娃
山东有雨,鱼,坔闭淝煮鱼
上海没有一点雨,漏,郝幼速哦漏
庭前乱 花草尽 人影空,龙,倍廉唢入龙
十二点动身,迕,蓉穴怂昨迕
手把山扳倒,扫,韧滋香亡扫
入门尽是弹冠客,阁,勿施冞岖阁
瞪着眼睛瞧 看看都不少,目,竺漩珅精目
菜田浇水除草,潘,往纱翕腮潘
一只广锅炒黄豆 铲穿锅子不会漏,必,茧瑜莹旌必
不学无术,苞,啤猛楷茑苞
山字尖对尖 四口紧相连 老王当中坐 双日分两边,四,泽夏坎影四
书香人家,闵,汗咳朔高闵
授艺有方,呓,娘惠姥夂呓
十加十,茄,修弯董佛茄
一一补足,是,买倭笃芷是
金木水火,坎,馋礴怜碳坎
夺去一半留一半,奋,岔宙贫侑奋
加一点有四边,方,邓眛钻盛方
称霸四方 结局可悲,噩,茹蹋谈嵊噩
枫树无风 旁边有位老公,松,监该恩征松
上下一起烧 热的受不了,炎,榔初汁骡炎
三个星期,昔,希翻澡偓昔
若教有口便哑 且要无心作恶 中间若没肚肠 外面任生棱角,亚,总毓男尔亚
居心不良,亚,输浕线封亚
一户一斤,所,芕昆晒仃所
狗仗人势,伏,暝悦棋违伏
心被刀割,必,暗恩热将必
赴汤蹈火,烫,闩许旌徉烫
没事的姑娘,娴,柜冈浆之娴
窗前乍见晚梅开,榨,枭狄掷谭榨
一人涛头立 一人水中翻,似,针渐尤伏似
手持单刀一口,招,石潘冰盲招
上下都是关云长,翁,配遗载寓翁
有火腾空而起 有口不能笑谈 有衣能过三九 有水很快就完,包,孜氦浕宴包
点晴能飞,乌,乞迫短药乌
先人后已,俄,咱囱奔儫俄
不信邪,魁,斥背恣态魁
你我他,众,豫历总溧众
没心思,田,划询溜痱田
非正式协定,药,量萦乏怕药
悲喜交集,志,谬咱妩景志
杯中蛇影,弛,臼密防斜弛
半生半熟,塾,奔见轾献塾
半天江水落,左,债目抒呖左
烧着一半,烂,招非孵竹烂
野径无人草丛生,茎,疟笳莱悠茎
水乳交融,浮,陸晤侨茜浮
十分高大,夺,饱闹醋召夺
十二寸,尽,淡反浇惹尽
生动有力,云,驰悲凬虔云
上下一致,卡,宝筮穗娟卡
一人冒雨而来,儒,百佑框帝儒
为非作歹一念间,薤,坚驷朊馨薤
十五天半个月,胖,沧梗卿运胖
熙熙攘攘,侈,贫瘸揭咱侈
台上长草,苔,觥茄会次苔
千里之行始足下,踵,还琅偌份踵
千树万梨花开,楷,靠閒烟欺楷
多出一半,岁,幼沊跳刖岁
对方下午来,骂,泊仆蔷招骂
断一半 续一半 接起来 不再断,继,荘戎慨昊继
十分有权,树,逐漾淅叹树
上下空落,八,查疚躺泌八
山水相连心贴心,凼,震副提回凼
泼水节,发,唁懋桥陪发
两点天上来,关,晋捐柴省关
身在树荫中,榭,茑昫葩恽榭
上弦下弦星星点点,弱,粥钻跨戊弱
一撇下面十一点,压,硖溜进古压
不足一旬,旭,拓列画当旭
瓣瓣残花落草中,昆,赴首椅唠昆
班前班后必带,瑟,丘烟句朵瑟
败走麦城,翠,蛙倘衫丛翠
哥哥一半大 猜可就错了,奇,栎赈偎宣奇
东风齐努力 一舟扬三帆,巡,苑桓筏丘巡
善始善终一心到底,总,吠铺骥剡总
山东省阴有雨,霁,霄因员措霁
日日相聚亲密无间,田,忡醄脱角田
烘云托月,育,年剧辈菌育
孤儿不孤有人照顾,倪,施沧竖镯倪
勾心斗角 曲折心肠,泓,礼壬丑渺泓
倚山而立,端,侮逼虮裕端
斜依高楼 伴春雨 静听琴声,秦,瑜救嚣涟秦
妇女解放 翻身向上,山,牵刀巴扅山
凤头虎尾,几,盘较漆敌几
一人立正 一人稍息,价,医啭森荐价
一横又一直 不能猜作十,支,散袄眠亚支
翠竹竞茂,静,稿株肴荘静
次品剔出框框外,咨,羡飞抗桌咨
春雨送人行,三,丽谐坠寸三
两根旗杆六个斗 中间有路无人走,非,龆秩矿牯非
两层楼 六间房 两根烟囱一样长,曲,芯承休稀曲
十分小心,忖,寅捡肺曰忖
少头无尾,光,芦矿劣窖光
长期无雨,泛,饴纺鼩瞩泛
还不走 车来了,连,鬼怏跨豳连
去一撇 就没了,丢,秆獐肯骟丢
记一半 忘一半,忌,褚怡碟艳忌
同心迎癸未 点滴作奉献,善,札不材魁善
私设公堂,型,肙糕侨徘型
说话有力,动,蛩圈始闾动
士气,恽,汝鲈牧岩恽
二十三加八十一,基,惊冗辉拨基
二人同行 后不见店 前不见村,俯,屈珅谊晶俯
半对半对 凑成一对,双,胀笛辩洼双
霸王进兵,翠,辞各函挖翠
三水相连,淼,佯龙格牮淼
减去一个 孤单一人 加上一个 成伙成群,从,器啼蝉蓟从
一勾新月伴三星,心,檩甬屋文心
一根棍子地上敲 两只跳蚤左右跳,小,皓怵谣黟小
十对十,卉,委儿额冢卉
身居村中,榭,对梦废厉榭
人说多子为好 我说少生为妙,女,腮我刻征女
牛之头 虎之尾 猜不着 别多嘴,先,耍稿菌踪先
两划一大 两划一小,秦,篙畦环庵秦
先先后后,告,圄黑晓恚告
不似春光胜似春光,铯,播掩许税铯
前前后后都要放在心上,总,张降奢绒总
旁若无人 里应外合,俭,袅面姓的俭
牛羊成群,羞,炰畨谔琼羞
关云长刮骨疗伤,谬,锄艳薇亿谬
个个见了笑,夭,瓠陆汽鸥夭
一无所获,控,爧凶醒毒控
言出必行,若,郑怀嵊裹若
千里来人会千金,委,闪璧妻冑委
一大一小 一跑一跳 一个食人 一个吃草,骚,苔俅挖碜骚
事事如意,恰,粒磊莒宛恰
去掉偏见二字 人才脱颖而出,规,毓汗控旻规
报喜不报忧,诘,防飨配婿诘
半屏山山外有山,崛,髓泱孬叠崛
一错再错,爻,漏护最传爻
人要站好 手要伸直,年,谢俘榻甾年
没有哥哥,歌,邮美崽绅歌
一胎喜得两千金,瓶,刖粉笨犟瓶
前前后后弄得好,善,远湃咖栋善
提前一天超额,扶,妾鲩漓逛扶
左十八 右十八 国家建设需要它,林,剥奎豳阀林
一年三季总成章,散,捌塍轰肩散
荣辱半生归乡下,村,秕组勋梀村
女儿泪两行,姚,聘缄扏嘶姚
年终岁尾不缺鱼米,鳞,钞吓略译鳞
人以食为天,良,欲金垒示良
缺一点良心,恳,矩愆方魔恳
苗根有变化,苦,各恪谬攸苦
门外长流水 门里出太阳,涧,钡胞次例涧
毛遂自荐,衙,氢畨桦吏衙
翻来覆去破片儿 没看头,鼎,酒掷崖故鼎
人言不作信字猜,认,烦娩霜辰认
七嘴八舌,哆,芢拐饱挼哆
扫平高家庄,崽,茹斯爪收崽
轻烟薄雾笼山峰,氙,椅琦憨勤氙
仁智之乐,汕,浍茴昔把汕
破镜重圆,锺,旧畗叹晶锺
乃正负之比耳,陛,继妍志冞陛
明月出天上,旦,苞在咫织旦
半堆成品,哉,瘁畨橹舱哉
巧断奇案,柯,汉丑讲伴柯
前前后后,豆,父义革荤豆
两个老头白了头,箸,趁执阿璐箸
来的都是客 全凭嘴一张,晒,耶习筋拽晒
一女染病 神医难治,嫉,谤踏人虽嫉
半点也没有,牛,甬玑涟害牛
两把牙刷都断了 背靠背来墙上挂,非,产千弋己非
重赏之下得千金,婴,昏澍原俑婴
落花时节,咐,荕瑟蔑氮咐
两人力大冲破天,夫,昂舒咪乙夫
一点一横 二人相并 划了十字 没了性命,卒,寺茄岬皆卒
黯然失色,音,梳各泓梅音
日出不明,音,狳讹矗茄音
人活七十古来稀,哗,业筑糊币哗
怒斩刁仆,心,红保沈彩心
念子心切 子出游兮心何安,吟,泮施痒呗吟
前景喜人 昂首前进,倡,启回啊啃倡
破片儿翻来覆去 没看头,鼎,暇随瓶才鼎
十分先进,过,刀妲挫乌过
摄影入门,闪,儒匝不绔闪
一川横贯 双峰倒影,带,球囵虻三带
一家一口,豪,于饱霉窈豪
一点一点落实,买,诣赵当坚买
请君免言,蹲,篱糔晕升蹲
恰象举头笑盈盈,兴,腥奕告票兴
破格选拔 大有人在,医,畲四馋喝医
球边偶拾,弄,扳墨氯双弄
牛角上挂把刀,解,割朔脂痛解
南方有一人 身背两葫芦 喜的是杨柳木 怕的是洞庭湖,火,酥檀始毛火
人手一口,拾,佣尤勿贡拾
球王退位,求,晶昼角圭求
巧夺天工,人,郁荧斛资人
一个天上 一个人间,筑,冯箔吼扈筑
三光无日,腥,斛姘缠咫腥
严守机密,谟,幸羯披牵谟
玉质不纯,硖,博蹋筒酊硖
汝乃有心人,您,渔昔腾遭您
洒水冲净街心土,衍,俯水憋并衍
人要有一点品格,器,礼籽叫唱器
前方后方一个样,吕,她呢阐祚吕
晴空朗月挂边陲,郎,韧纽疲朝郎
前水复后水,淼,郊簸扣堵淼
牛角上边来一刀,解,艺打肿魏解
抛弃一点,弁,踮轾荏械弁
南冠草,卉,迹儡浔荘卉
一水横川双峰倒影,滞,芭采穗函滞
能说善讲,团,戈怂笋孽团
请您放下心,你,虚注迫莎你
情节扣人,倩,构酚垡艽倩
千里之外有人家,驴,酒遥呀皫驴
请勿尝,馍,糊夙骤乐馍
清浊分流,蜻,齐读淄渔蜻
千进一口,适,尼支噪勺适
人人让座,庄,央甾淳踵庄
七十二家,究,逻仕文昨究
你左我右,伐,搏坑泊林伐
南昌多云,昙,昨楠畸痒昙
明月半露云脚下 残花双落马蹄前,熊,享柠跻蓬熊
一举未成,本,甮型丢唢本
山里处处猪满圈,豳,玓洛倔塌豳
三十六着,焚,新近甮献焚
秋后一户翻了番,煽,待杵缰慨煽
千里一线穿,重,怕若彧杂重
七擒孟获,惩,将迹表抵惩
戎马书生,斌,须神即焦斌
人需边上走,趁,踮等见燥趁
秋波横送 细语直传,罢,违芔渗漓罢
塞北千里,乖,随谛胜依乖
人要虚心,化,望权骂舌化
桑榆暮景,梦,袱萃其靥梦
散会,云,糗洋蚀呕云
一屋生春,闲,暇晴置杜闲
人在前头走,俞,屈足邑难俞
三十出岁头,端,项标脸杞端
翩翩飞出栅栏去,扇,镝宰诊囧扇
三人同行我最大,徐,窥梯吝疲徐
全家罗袜起秋尘,迆,乙奥定河迆
骑马可走,大,本叶磕芨大
恰似披星带月人,炙,罢怫泣味炙
片刻即到,至,常咔厉庚至
始乱终弃,升,泗诏砷鞋升
平反归来,啬,明钬酱拴啬
人在草木中,茶,佑线狄乱茶
一万零一撇,厉,伴英溅衍厉
水经注,训,俏啁桧沽训
鸟窝,扇,走閤节非扇
你左我右争上篮,筏,冰穴汰蜓筏
门前握手 客来脱帽,搁,鲨扫罢素搁
一人分配四平方多点,器,秆嗅示荑器
不怕火,镇,两当剂恪镇
人在天涯月如弓,胰,犇轵虎甡胰
你半个 我半个,筏,砂艺皂镝筏
毛竹,笔,矮殉兼刈笔
